% min: [7.232822, 9.483873, 1.00919, 0.448446, 0.451633, 0.854304, 9.635544, 6.669126] 
% max: [383.032661, 316.851432, 170.252791, 75.799328, 74.505034, 167.726755, 329.469749, 335.216314] 
% i/o: [8, 5] 
@relation 'data10000'
@attribute FD1 numeric
@attribute FD2 numeric
@attribute FD3 numeric
@attribute FD4 numeric
@attribute FD5 numeric
@attribute FD6 numeric
@attribute FD7 numeric
@attribute FD8 numeric
@attribute State {1,2,3,4,5}

@data
19.052766,31.866437,7.576486,4.847237,4.616040,6.583888,31.996640,18.302202,3
18.307475,29.675028,11.349999,5.787661,5.562771,9.956987,30.747557,17.490286,3
17.791494,31.004626,8.622665,4.749211,4.555947,7.697400,31.914930,17.177483,3
17.894558,33.238433,8.086926,4.503024,4.438112,7.482546,33.199446,17.334245,3
19.269943,32.051866,8.158333,4.103961,4.284875,7.836880,32.238883,17.696458,3
18.557739,31.437632,9.305339,4.737120,4.663113,8.770445,31.865075,17.024249,3
18.090830,29.978412,10.408407,8.204001,7.372633,9.832258,30.820373,16.107456,3
18.800886,32.238534,9.270451,5.406674,5.343104,8.561213,32.323563,17.221644,3
19.476885,30.876496,9.790548,5.250097,5.180336,9.679958,31.118848,17.359295,3
19.000919,31.717920,8.637034,5.870510,5.755376,9.221328,30.861773,16.885962,3
19.083460,31.669918,8.789106,4.900700,4.829214,8.638292,30.978937,17.248125,3
18.108803,30.771030,11.193402,7.258261,6.878052,10.130908,31.839271,15.593694,3
19.088293,33.317399,10.107429,5.029406,4.751605,9.667399,34.034918,16.246020,3
17.210262,33.166252,10.534318,5.924110,5.823937,10.919256,32.862146,14.680673,3
17.743333,32.776457,8.049063,6.647632,6.977273,8.162862,32.345238,15.076466,3
19.001048,31.539618,9.065539,4.694421,4.407562,8.893551,32.058584,15.910404,3
17.653069,32.574321,9.353750,5.818932,5.127905,9.002851,32.943271,15.072342,3
20.310115,34.117974,9.117995,4.752914,4.488263,9.013788,33.549051,18.616743,3
18.935805,33.852005,10.003390,5.516375,5.775408,10.124079,33.700342,16.616917,3
18.851036,37.277946,10.732101,5.647314,5.036061,10.651469,37.595134,16.195208,3
19.020030,37.104298,11.079041,5.831858,5.509608,10.305837,37.991869,16.068180,3
20.232650,36.231882,10.282976,5.415517,4.828795,9.465120,37.195456,18.112977,3
21.332223,34.838553,10.366730,5.900853,5.064836,10.345274,34.813254,20.476555,3
22.743658,32.139367,11.740160,5.873804,5.282446,12.013725,32.456208,21.710944,3
23.011474,32.535192,13.055221,6.800844,6.959992,12.233271,33.229530,22.709776,3
24.999434,34.398085,10.684353,5.402338,4.976177,10.195321,34.938521,25.526892,3
26.362151,35.892292,11.200848,5.656164,5.037951,11.024885,35.808149,26.394742,3
27.495921,34.940907,12.741935,5.824445,5.527919,12.719280,35.324578,25.375844,3
24.640951,39.069303,12.011263,5.942174,5.975642,11.845320,38.685314,23.301513,3
24.964387,38.594441,11.926336,5.511069,4.984050,11.950375,38.454692,23.222634,3
27.239596,35.224672,11.496923,5.828566,5.411651,11.306558,35.449894,25.354635,3
25.682216,36.529696,11.861010,6.780553,6.763270,11.511361,35.864018,24.048434,3
26.271559,37.558816,12.032899,6.134687,5.648893,12.161674,36.780484,24.258923,3
26.367718,37.996308,11.607998,6.039105,5.461775,11.583889,38.274423,23.590040,3
27.086964,38.707951,12.045094,6.705766,6.574440,11.396651,38.706478,25.565946,3
25.721347,39.362298,11.080635,5.955162,5.506443,10.864550,38.777261,24.434005,3
25.882857,38.668553,13.554004,6.868429,6.129043,13.871144,38.098475,24.631651,3
26.594045,39.028535,10.538164,6.017362,5.676386,10.743530,38.287063,25.756179,3
26.544438,39.341349,11.604878,5.715978,5.480398,11.195493,38.545838,26.363935,3
27.712510,39.602014,11.025472,6.769619,6.469519,10.596259,39.579776,27.641826,3
24.645903,39.308313,11.242963,5.822026,5.515660,10.523780,39.284003,25.237659,3
25.120829,39.091927,11.816034,5.873567,5.774269,11.247557,38.433987,26.011934,3
26.626025,38.310130,11.425627,7.366465,7.210416,11.540501,37.298047,26.939272,3
26.153111,37.784130,11.210732,6.829900,6.565045,10.815704,37.578320,25.914659,3
26.006006,38.232589,10.902926,6.404535,6.233214,10.089835,38.094344,26.141982,3
26.992613,38.550304,10.458969,5.533129,5.338883,9.730118,37.864263,27.062997,3
29.600219,37.060063,12.933436,6.045090,5.978310,12.632641,36.555073,28.840060,3
40.487110,27.814636,6.362621,2.405018,2.205887,5.553252,28.158826,37.286913,3
40.948570,25.429912,7.101434,2.209678,2.091463,5.869206,26.432743,38.864713,3
37.208916,23.130323,5.942073,2.564839,2.366817,5.228852,23.379681,36.038390,3
39.313370,24.363362,4.653161,1.775196,1.765574,4.009108,23.993065,37.612219,3
43.719201,23.003084,4.887282,2.092539,2.176301,4.166861,23.154401,40.375275,3
41.806951,23.260306,5.548326,1.915827,1.852302,4.788319,23.392031,38.187894,3
42.100509,24.742683,4.869684,1.721609,1.730730,4.094697,24.558719,39.115355,3
41.814118,23.738553,4.978452,1.749442,1.662511,4.342492,23.779276,39.019403,3
42.985373,24.144076,6.227612,3.557016,3.326210,6.282668,23.286279,41.235066,3
43.266803,24.176622,5.793896,3.148418,3.072668,5.476829,23.342802,41.721332,3
42.884798,25.097369,5.137274,1.931061,1.808952,4.452519,24.623682,41.898328,3
44.087551,22.756303,5.655272,2.584025,2.571304,4.743817,22.673967,43.978172,3
41.667268,22.255913,5.331151,2.063801,1.900731,4.680443,21.254952,43.141367,3
41.058575,24.289131,7.302220,4.068973,4.006228,7.291311,23.286077,42.217508,3
41.390693,25.867910,6.837859,2.890779,2.696289,6.761300,25.183634,42.346017,3
39.810752,26.594531,5.524383,2.440667,2.382309,4.841348,25.874481,41.354419,3
39.737570,25.985514,5.592587,3.878521,3.976261,4.855404,25.407676,40.966598,3
40.518219,24.342663,5.551013,2.610030,2.535185,5.401480,23.680281,41.158307,3
42.415671,24.336760,7.623667,5.177819,5.002482,7.772222,22.902048,43.395570,3
43.432704,24.380009,7.702124,3.992298,3.857445,7.555381,23.444192,43.040885,3
43.468760,23.741810,4.513670,1.790502,1.711648,3.960936,23.057699,42.235528,3
42.705597,25.243494,5.121336,1.953857,1.974519,4.631805,24.835255,40.422971,3
42.435803,25.102448,4.742668,2.175256,2.054461,4.574740,23.960497,40.095940,3
41.779029,24.916115,7.014942,3.601084,3.552577,6.829557,24.165247,38.734835,3
41.072635,25.016329,6.061409,3.142408,2.892310,5.717209,24.444226,37.634518,3
40.400705,26.923125,5.088756,2.248787,2.134632,4.463018,26.303199,37.073782,3
41.684725,27.573953,6.296352,2.597254,2.612004,5.802923,26.299688,38.093138,3
38.253755,23.940965,5.521824,3.167877,3.231932,5.362981,23.506621,32.181511,3
36.260402,24.968628,4.759010,1.933718,1.787619,4.440121,25.204737,30.357754,3
38.127818,24.296522,4.887292,2.036792,1.896478,4.188047,24.060968,34.281265,3
36.498864,25.293839,5.373300,2.263908,2.272331,4.481918,25.417432,32.712442,3
37.176473,25.331004,5.163166,2.790784,2.673807,4.668514,25.540611,32.880007,3
37.478525,24.750798,5.364450,2.072435,2.029823,5.113241,24.442640,33.311539,3
36.550002,23.979313,6.562062,3.840609,3.916509,5.807429,23.636127,33.237564,3
37.700858,24.343767,5.779659,3.793477,3.565140,4.994376,24.128169,34.114125,3
39.329723,26.258747,5.852969,3.905667,3.910299,4.948554,26.710437,33.352632,3
34.752015,24.651688,3.895071,2.425930,2.266315,3.517015,23.277054,27.760686,3
36.044123,23.874849,3.926316,1.879406,1.789346,3.539749,22.912087,27.604941,3
36.249980,24.003783,4.532355,2.023011,1.987773,4.157374,22.974294,27.787624,3
36.099385,25.143529,5.514829,2.532059,2.391560,5.407955,24.154201,27.257830,3
35.968561,26.665500,5.195194,2.869111,2.804387,4.846334,26.246327,27.451326,3
37.737752,28.261870,4.774988,2.101983,1.960120,4.428121,27.393502,30.708048,3
38.467934,28.421349,5.461131,3.186613,3.179511,5.136156,27.829048,32.144894,3
36.980075,29.605480,6.548376,3.567711,3.357404,6.555187,28.388238,32.539449,3
38.574010,27.485411,6.215222,3.251542,3.202143,6.017721,26.941180,35.030786,3
34.348171,27.628031,5.721059,4.172291,3.912355,5.899207,26.542519,32.461454,3
34.244978,27.118190,4.661721,1.901655,1.885157,4.424663,26.607980,32.518546,3
34.179091,28.045088,4.837524,2.577602,2.445525,4.735427,27.102153,33.476804,3
34.709614,27.625872,4.638715,1.703204,1.808283,4.463910,26.828044,34.073653,3
33.893699,27.975203,5.141417,2.535000,2.380141,5.257747,26.812976,33.778878,3
35.752643,26.511519,5.610641,3.290842,3.260696,5.506370,26.127407,36.001009,3
34.486673,28.360225,5.811221,3.510051,3.197041,6.047707,27.054403,34.894081,3
37.140099,27.589486,4.886874,2.229341,2.255606,4.915784,26.916311,35.761242,3
36.942234,27.274499,5.537846,2.863787,2.614123,5.760727,26.136223,35.264707,3
38.885308,27.723450,5.134205,2.127505,2.241418,5.026038,27.163971,35.762474,3
38.468345,28.017132,4.889307,2.491013,2.463966,4.904241,27.136427,35.085538,3
43.373429,26.017711,4.768557,2.369014,2.441955,4.759895,25.805983,38.011900,3
45.878683,26.358207,4.778934,1.650920,1.804791,4.608776,26.039417,40.364142,3
53.131106,28.842939,6.669199,1.883664,1.910469,6.282579,28.667393,46.242854,3
47.945398,29.771144,7.700096,5.750977,5.251499,7.665432,29.915133,40.101450,3
44.656674,31.431111,7.014394,3.115478,3.123095,6.815142,30.600606,36.411046,3
48.420359,30.784914,5.666842,2.274467,2.083932,5.921689,30.354459,38.755229,3
49.655350,30.428955,5.868402,2.408079,2.357418,5.848585,29.584070,39.705458,3
50.438578,29.619878,6.134168,2.258557,2.133390,6.008240,29.512373,39.262389,3
50.343454,29.529634,6.197438,2.259237,2.180272,6.068734,29.360219,39.138764,3
50.337720,28.771168,5.814894,2.986386,2.737779,5.958545,28.192217,39.369377,3
50.937213,28.967230,6.190548,2.059414,2.067746,6.063024,28.170117,39.860626,3
49.780500,28.389694,6.279986,2.545829,2.304139,6.280827,28.070678,37.360791,3
49.085351,28.751392,6.688807,3.423152,3.323599,6.523508,27.828309,35.860672,3
48.850384,27.540597,5.561713,2.589046,2.276885,5.713088,27.042670,34.062816,3
48.290898,28.921872,7.315126,2.381987,2.305021,6.941384,28.371338,33.763635,3
48.257873,28.820076,6.540875,2.521230,2.659894,5.649824,28.687495,32.392729,3
47.478414,27.997211,5.896906,2.190581,2.113151,5.209024,28.295310,31.042816,3
49.374598,28.227818,6.444523,2.247017,1.978183,6.177548,27.609224,34.483663,3
49.147820,29.381747,5.720319,2.060348,2.020843,5.641593,28.211688,35.577140,3
49.157151,30.176081,7.619714,5.503898,5.857192,6.779512,30.203886,36.366516,3
49.651331,28.990990,6.466963,3.292119,3.130288,6.042333,29.327818,37.825848,3
47.836571,29.543001,6.383008,2.901841,3.098041,5.705121,29.410153,37.515373,3
48.411403,26.804263,5.627107,2.089040,1.988919,5.461472,26.803751,38.575919,3
46.475626,26.864397,5.282005,2.645304,2.735884,5.126759,26.563477,37.972816,3
47.390459,26.190933,6.238486,3.800700,3.800473,5.867565,26.424677,39.528685,3
47.179725,26.572631,7.708743,3.944433,4.165718,6.903900,26.841963,40.328755,3
48.995029,26.822404,6.666608,3.764628,3.865100,6.144079,27.243368,43.146503,3
47.830111,26.546668,5.315619,2.740285,2.944728,4.912831,26.079011,44.196997,3
46.008868,26.477792,5.829684,3.062943,3.117634,5.584316,26.343561,43.702623,3
42.650749,29.588998,8.319154,5.671379,5.763100,7.746638,29.693224,42.205083,3
38.995755,28.456816,8.058966,4.971930,4.884803,7.447731,29.315881,39.128707,3
41.362745,28.850629,5.824571,3.216534,3.316325,5.156478,28.719686,41.192769,3
40.031364,28.207436,5.490273,2.507834,2.568674,5.238155,28.028542,37.864353,3
40.345513,29.047936,4.894222,2.553053,2.633115,4.700743,28.659273,36.912609,3
36.958954,27.609306,4.702861,2.489260,2.468000,3.932160,27.502944,32.066390,3
38.200113,28.219619,6.086361,4.251913,4.242135,5.387953,27.731234,34.498511,3
38.176638,27.431827,5.851331,3.136407,3.277347,5.360831,26.613917,34.328470,3
38.873883,26.171005,3.899139,2.713849,2.832608,3.675948,26.385656,31.939110,3
42.505580,28.338315,4.371194,3.110099,3.318365,3.794093,27.253387,34.914753,3
42.627219,26.882887,5.060882,3.079656,3.279727,4.347516,27.051540,32.376769,3
42.477758,27.099924,5.876435,3.197562,3.390875,5.251433,27.201074,32.072252,3
43.453923,27.640052,4.740449,2.599031,2.754376,4.508346,26.866189,33.956122,3
43.346428,27.887726,4.078531,2.708434,2.718954,4.098729,26.935724,33.837067,3
42.985487,27.986791,3.753154,3.286202,3.319873,3.413117,27.583485,33.017844,3
42.632963,28.758902,5.124663,2.919664,3.184892,4.600580,28.291398,32.799470,3
48.653451,31.495064,10.188331,4.586653,4.743848,9.667704,30.421865,40.775329,3
45.027681,34.118518,5.357202,2.898418,2.823844,4.892455,33.182360,37.446823,3
43.642863,34.030672,4.168920,2.284355,2.446648,3.830241,33.391755,34.650070,3
43.588083,34.088599,4.902697,3.240455,3.070558,4.781219,33.175230,34.644092,3
48.105933,35.501349,7.049857,5.650132,5.425891,6.910576,33.856688,41.562867,3
55.674407,33.825808,6.880665,2.895364,3.170935,6.297895,33.238915,49.462035,3
51.639211,35.648853,6.585347,3.614126,3.587479,6.576511,33.625748,47.343093,3
54.337354,33.464868,6.122516,3.962294,3.757006,6.410027,32.048432,50.526722,3
53.517525,34.334067,8.000678,4.565408,4.486553,7.822769,32.791500,50.841545,3
52.404466,34.138870,6.139660,2.316876,2.436646,5.972533,32.820728,50.633724,3
51.944594,33.833757,6.117384,2.454822,2.567739,5.917538,32.584282,50.438412,3
51.703603,33.872136,8.712068,6.310476,5.980732,8.774368,33.488855,50.087306,3
50.731033,33.937828,7.089608,2.779383,2.728503,6.662900,33.461934,50.274969,3
49.352361,33.882260,6.627366,2.881991,2.797617,6.075016,33.806715,49.136678,3
48.142299,34.455040,6.212909,2.254091,2.399550,5.574855,34.125221,48.635818,3
47.268967,33.884372,5.946552,2.564782,2.615551,5.390140,33.728661,47.883335,3
47.549269,33.394093,6.076484,2.559188,2.588143,5.751298,32.294757,48.474987,3
49.853418,33.206420,8.755680,4.767041,4.419702,8.260766,32.966297,49.385292,3
50.945982,33.569749,8.147508,4.045067,3.843862,7.257056,33.144616,50.066542,3
51.224315,34.618733,7.547537,2.273219,2.357245,6.566454,34.755733,49.012579,3
51.895932,36.183884,6.750715,2.406299,2.563007,5.795830,35.866297,49.534815,3
52.118962,35.966725,6.831229,2.834085,3.062660,6.242311,35.762644,48.607447,3
50.689053,35.655521,8.799711,3.219448,3.119767,8.207173,35.774013,47.468751,3
50.479574,35.271478,7.412594,3.414260,3.211037,6.513861,35.609147,47.414593,3
51.515945,35.415611,7.368879,2.634841,2.565317,6.506623,34.882077,47.848160,3
47.895964,35.224161,7.572075,3.168110,3.040860,7.023891,35.759450,40.906152,3
45.046286,35.819720,8.232740,3.109796,2.901973,8.024787,34.837491,37.552400,3
45.646708,34.812562,8.502329,3.048046,2.901891,7.892535,34.396578,37.562618,3
45.706348,35.272188,8.250054,2.386794,2.351080,7.049950,36.198699,37.910763,3
45.242973,35.569297,7.538272,2.519936,2.343266,6.433372,36.499303,37.560123,3
45.504244,35.220194,8.210853,3.709422,3.636040,7.299811,35.880792,37.922863,3
46.098998,34.301960,7.979387,2.393927,2.250331,7.520314,34.386480,38.359554,3
44.518509,33.244652,8.561520,4.480763,4.346535,7.659723,33.834524,37.928676,3
44.405301,32.249469,7.114365,2.584963,2.457770,5.909277,32.761044,37.849380,3
45.913844,30.604062,7.379579,2.681449,2.468320,6.369796,31.473319,38.033397,3
45.808473,32.372211,9.305170,3.259580,2.866467,8.642457,32.162019,37.865453,3
44.213918,30.465749,14.261582,8.126631,8.018379,13.893337,30.366732,36.015005,3
37.250287,27.900441,7.136670,3.941574,4.107001,6.345112,27.546023,29.644350,3
38.566502,27.895355,6.488363,3.473658,3.258318,5.967817,27.660541,30.375149,3
39.805243,26.035922,6.009293,2.711449,2.367502,5.709174,25.980875,31.048647,3
39.005893,24.825822,7.973037,4.678589,4.584991,7.855682,23.981142,30.899473,3
39.549334,27.102536,6.050865,3.376804,2.896390,6.342135,26.138747,32.938016,3
41.931705,25.533090,5.542149,2.458301,2.212775,5.627474,24.870769,35.694746,3
39.428874,25.041501,6.266823,3.516010,3.125741,6.479169,24.477656,33.792444,3
39.104943,24.586133,5.655527,2.554636,2.336169,5.782258,24.137179,33.561090,3
38.901755,24.492544,5.514237,3.031548,2.629524,5.556558,24.602881,32.690699,3
39.017267,24.680543,6.127477,2.361523,2.202291,5.942829,24.798041,32.877196,3
40.910307,26.591534,6.358332,4.317415,3.855081,6.472158,26.263227,36.183859,3
46.381420,24.341470,4.762975,2.393238,2.223515,4.977947,23.908996,43.092078,3
43.221291,26.757211,7.460023,4.621105,4.217824,7.449972,26.262876,42.179086,3
42.337330,25.425448,11.521217,6.818822,6.912073,10.839912,25.862464,42.229953,3
41.787280,26.575489,6.975241,4.324858,3.857392,6.954964,26.421230,41.477839,3
46.392650,25.064910,4.320577,2.209432,2.001471,4.238892,24.981316,44.416646,3
46.170859,23.705082,4.789127,2.187638,2.085059,4.873969,23.445532,43.546830,3
46.959878,23.431153,4.836075,2.560131,2.468701,4.539189,23.557287,43.557238,3
46.484349,25.478845,7.719395,4.646204,4.332166,7.341345,25.737957,42.301061,3
47.155478,24.127093,5.746928,3.714583,3.698859,5.140572,24.462944,41.674312,3
48.785711,26.678052,4.274372,3.159558,2.890144,4.017514,26.490554,42.381271,3
49.195701,25.222665,4.553601,2.368155,2.206339,4.511387,25.020594,41.156270,3
49.273829,24.877732,4.842851,2.065113,1.818188,4.321437,24.717089,40.888057,3
45.191570,25.512421,4.746228,2.219656,2.142795,4.071000,25.101270,37.827053,3
46.878383,26.325568,5.200601,2.657241,2.472985,4.862667,25.600174,39.151853,3
48.293240,24.875801,5.215351,4.200242,4.007470,5.418200,23.597547,40.375872,3
48.217784,24.847547,7.137059,2.939754,3.017199,6.782612,23.654977,40.560541,3
49.536457,25.533064,5.729976,2.072406,2.090140,4.688707,25.314486,41.804458,3
49.154627,26.429739,5.492982,4.037055,3.864851,4.628051,26.328860,41.377259,3
49.036230,28.228834,6.005069,1.837211,1.751265,5.399772,27.601711,40.710949,3
48.524909,27.131308,6.207447,1.941855,1.972128,5.888846,25.996580,39.623035,3
48.290354,23.683424,6.934245,2.120563,1.989822,6.205826,24.025818,37.272331,3
46.442076,23.463450,5.635271,2.881401,2.705546,4.464710,23.550932,35.896057,3
46.061525,22.900902,6.569423,3.038747,3.007875,5.277092,23.094839,35.233139,3
47.614454,21.232460,5.857920,1.987011,1.927958,5.146862,21.380570,36.361026,3
46.777605,22.161468,6.145471,3.157034,3.019653,5.697067,21.830757,36.194551,3
45.518901,22.464856,5.403153,2.351413,2.421300,4.451010,22.408348,35.287007,3
44.078009,22.986103,4.759124,1.381552,1.271450,3.901965,22.613531,35.045929,3
43.702300,21.614480,5.941754,2.301239,2.127291,5.432954,21.360197,34.866475,3
43.999081,22.549496,5.749294,1.484377,1.401154,5.403975,21.574442,35.559343,3
43.782300,22.668594,6.230502,2.728902,2.881686,5.652301,22.242459,35.189890,3
46.451947,23.142112,6.401320,2.640179,2.494126,6.018053,22.481420,38.914517,3
43.710369,22.737923,6.705398,3.248025,3.204044,6.159463,22.287114,36.951603,3
39.955132,24.468970,6.311672,1.806678,1.771619,5.968176,23.054341,35.569803,3
36.550045,23.946534,6.435475,2.823152,2.820349,6.297462,23.291154,32.377589,3
35.418034,23.989773,7.151526,3.820485,3.695423,6.797132,23.209449,32.543145,3
34.949434,23.981799,5.882962,3.303268,3.313904,5.420068,23.598088,32.613924,3
28.158777,24.168994,6.467918,2.905121,2.799955,6.367475,22.463161,28.719404,3
30.113569,23.703171,5.728085,1.958991,1.877388,5.796035,22.458419,31.231019,3
33.043063,26.512559,6.916146,3.168986,2.981952,6.747657,24.668756,34.173482,3
36.645921,25.347961,9.206841,6.017905,5.984778,8.609871,25.058313,34.934512,3
36.916785,25.733384,8.537027,4.387454,4.265380,8.044666,24.847299,34.494067,3
36.651929,25.964221,6.226275,3.374396,3.315785,5.912085,25.436572,31.749745,3
38.558162,24.679236,6.013296,2.183885,2.074306,6.065535,23.112459,32.746921,3
39.774693,22.902755,5.864424,2.161741,2.109088,5.334926,22.832507,31.770126,3
38.936640,22.687004,7.281158,3.374234,3.249172,6.837524,22.566643,30.956985,3
37.561442,22.953023,6.070513,3.176614,3.099251,5.786725,22.564226,29.125843,3
36.490922,22.438094,5.599616,1.807311,1.684943,5.484255,21.778533,27.615357,3
37.752253,21.834725,7.059479,3.993868,4.028400,6.760223,21.662756,28.122434,3
36.899914,23.159306,5.987184,2.328123,2.166892,5.076778,22.939246,28.160337,3
36.800238,23.756002,6.696759,2.211549,2.074494,5.650715,23.582054,28.807291,3
37.664155,22.708622,6.246880,2.513889,2.550701,5.716879,22.734330,29.686103,3
37.086929,22.654182,6.758096,3.026014,2.993413,6.468471,22.230464,29.786712,3
36.967383,22.180885,6.330164,3.377117,3.285754,5.833855,21.951020,29.891459,3
37.629323,21.767015,6.102040,2.302433,2.187404,5.132632,21.993190,30.923019,3
38.205247,21.398516,6.801139,2.304192,2.132150,5.935433,21.918012,32.110377,3
35.610073,24.762855,6.944212,3.523590,3.293841,6.783939,23.731980,32.050573,3
34.418879,24.639573,6.758014,3.624204,3.565228,6.709080,23.677294,30.908042,3
35.007292,25.340653,5.863026,2.295415,2.136992,5.342112,24.928658,31.599821,3
35.199603,24.815857,6.130257,2.382735,2.194654,5.512544,24.491420,31.854524,3
38.155901,24.368396,6.228826,2.372196,2.197051,5.721247,23.060933,36.939370,3
40.639635,26.459472,5.012980,3.150026,3.101771,5.019214,25.794923,39.901420,3
40.651222,27.693884,7.346921,6.357212,6.179445,7.506551,26.076685,42.392274,3
41.437251,27.293632,5.396045,2.279689,2.176509,5.238701,25.882343,42.263336,3
40.620728,26.993262,4.842924,2.210940,2.226926,4.394586,25.810867,41.331015,3
42.349821,26.665080,4.966865,2.002861,1.918139,4.721869,25.801634,42.015975,3
42.617891,27.099684,4.264877,2.133340,1.999964,4.308775,26.112351,42.414365,3
43.080041,27.737094,5.514871,1.917621,1.822457,5.259823,26.498926,44.022379,3
42.292463,27.379908,5.437998,2.166378,2.159821,4.891108,26.723115,43.267778,3
42.454903,27.071270,4.525852,1.882811,1.809389,3.980398,26.842328,42.445246,3
43.684043,27.176106,4.580263,2.204577,2.140454,4.173614,26.297977,43.517681,3
44.017479,27.763059,7.931030,5.506346,5.511127,8.079386,27.298464,41.932708,3
45.323634,29.597641,8.826494,6.428091,6.389588,9.026726,28.031110,42.441065,3
50.995707,27.445730,5.895955,3.855436,3.892671,5.844331,26.974228,45.056415,3
49.246965,27.657349,5.080184,3.839275,3.838047,5.123423,25.763841,42.511975,3
50.384184,25.331381,4.962233,2.466926,2.572807,4.799738,24.626771,40.726508,3
48.605941,25.484322,6.119915,2.170394,2.110490,6.195800,24.312951,38.837344,3
48.714824,25.683771,6.655600,1.971211,1.920284,6.543389,24.786472,38.592858,3
48.376912,25.452333,6.721288,2.554502,2.571231,6.715817,24.687918,38.241321,3
48.574102,25.083844,6.873073,2.374908,2.202733,6.949547,24.338839,38.702254,3
47.984617,24.490499,7.355925,2.090227,2.070482,7.088545,23.698372,38.128137,3
50.103581,25.552869,6.903896,2.480121,2.420454,6.783909,23.972285,41.996994,3
50.650024,24.749308,6.933371,1.889768,1.856567,6.604975,23.475745,42.688521,3
50.061610,24.945571,6.816093,2.914708,2.837456,6.633377,23.476670,42.557949,3
50.279720,24.834635,8.703611,2.513542,2.535438,8.354974,23.581639,42.932329,3
50.609478,25.493251,6.868972,2.814100,2.621205,6.362945,24.408719,43.700729,3
49.408485,25.734800,7.347475,2.278754,2.127884,6.677675,25.098033,42.631821,3
49.489778,26.892430,7.570777,2.526212,2.433390,6.904790,25.622111,44.048309,3
49.002961,25.822358,6.217876,2.416521,2.342886,5.925147,24.662723,43.786630,3
48.513717,25.484391,7.942073,3.384575,3.216468,7.850404,24.401556,43.125744,3
47.515083,24.313372,7.229563,2.710380,2.617398,6.652314,24.387804,42.519681,3
50.101464,25.438741,7.353224,3.341344,3.124171,6.803816,25.098477,46.509820,3
47.602157,25.976798,6.932662,2.706821,2.623167,6.127854,26.840879,44.678235,3
42.221570,25.924832,9.666264,5.911823,5.754485,9.616270,25.042683,42.547546,3
34.433149,23.037103,11.908632,5.930771,5.818330,12.011639,22.827792,34.557925,3
34.508637,23.502666,7.308887,2.241836,2.050127,6.596065,23.833090,34.589403,3
34.394475,23.236976,7.246646,2.387452,2.131251,6.649086,23.731913,33.778364,3
34.518383,23.213394,7.288508,2.228799,2.084588,6.951387,23.310763,33.481052,3
34.507317,23.803371,7.384277,2.491918,2.449898,6.973721,23.529112,34.294455,3
32.897568,23.589747,7.482961,2.239010,2.050149,6.711643,24.107378,33.340116,3
34.226138,22.651706,8.507536,3.352222,3.104820,7.480004,23.559550,33.982425,3
34.070379,22.928258,8.201437,2.994155,2.997876,6.975105,23.629752,34.004186,3
34.135810,22.778429,7.538741,2.249427,2.184077,6.851028,22.939133,34.305305,3
35.414989,23.222851,8.846364,3.708675,3.602864,8.640202,23.031235,36.118265,3
34.401461,22.868950,8.483679,4.046076,4.240585,7.796424,23.442165,33.522247,3
33.268949,23.236125,7.236818,2.259668,2.144546,6.447417,23.300522,32.123963,3
31.323187,23.048297,7.591425,2.390089,2.512517,6.646762,23.613957,28.760669,3
28.637902,21.557148,7.968620,2.614564,2.565514,7.486008,21.117666,25.439136,3
27.851577,21.960293,5.779329,3.257804,3.346054,5.124747,21.544154,24.323500,3
28.708964,22.063457,5.917765,2.451990,2.408640,5.311615,21.222002,24.902372,3
30.178875,22.348996,5.698846,1.799425,1.717879,4.907140,21.954892,25.643597,3
30.575214,22.124404,5.619929,1.881051,1.843199,4.876129,21.401764,26.006709,3
32.560397,19.502257,6.051054,2.002366,1.952022,5.730069,18.694724,27.325823,3
28.751763,18.478714,5.437309,2.404480,2.323650,4.800873,18.564613,23.932882,3
29.386871,19.266154,5.557205,1.808627,1.673582,4.966579,19.257376,25.117429,3
29.264681,20.493065,5.610307,2.024308,1.895759,4.954037,20.241745,25.073752,3
29.593181,19.967216,6.047156,3.004240,2.707677,5.715569,19.860269,25.007239,3
29.529043,20.633955,6.038563,1.940228,1.733327,6.163241,19.909245,24.721282,3
29.273285,21.118147,5.802517,2.103112,2.083652,5.649329,20.304105,24.880206,3
29.018626,19.572037,5.726249,3.810568,3.640117,5.391755,19.581814,24.545143,3
31.410333,21.662665,6.405688,2.700077,2.554275,5.915103,21.782838,26.394077,3
30.739818,23.566479,5.038803,1.886101,1.812124,4.729672,22.946543,25.775782,3
30.878802,23.861684,5.055883,2.212848,2.222303,4.596125,23.412503,25.963906,3
29.281453,23.127974,6.481982,2.752241,2.642641,5.788695,23.212905,24.596149,3
29.724657,23.072531,6.036703,2.260790,2.188913,5.164452,23.075238,25.168846,3
30.284276,22.488061,6.209509,3.010592,3.050762,5.588413,22.398322,25.305009,3
31.357914,21.020289,4.837637,2.691427,2.664444,4.611171,21.042940,25.327977,3
30.325975,21.762535,4.767203,2.375696,2.207777,4.815333,21.084822,24.569085,3
30.580661,22.149837,5.035540,2.535958,2.445978,4.745467,21.819881,24.853740,3
30.933455,22.469794,5.465265,2.181590,2.281119,4.963533,22.691166,25.041491,3
30.917368,22.013461,6.035295,2.207031,2.191061,5.590149,22.202577,25.281019,3
31.770544,21.945052,6.042748,1.986844,2.011574,5.663399,21.424724,26.020622,3
